docid,url,wiki_topic1,wiki_topic2,wiki_topic3,wiki_topic4,other,title,year
330437,http://tarski.cs-i.brandeis.edu:8181/data/all/330437.pdf,,,,,,,
30991,http://tarski.cs-i.brandeis.edu:8181/data/all/30991.pdf,,,,,,,
318,http://tarski.cs-i.brandeis.edu:8181/data/all/318.pdf,,,,,,,
17580,http://tarski.cs-i.brandeis.edu:8181/data/all/17580.pdf,,,,,,,
311009,http://tarski.cs-i.brandeis.edu:8181/data/all/311009.pdf,,,,,,,
40546,http://tarski.cs-i.brandeis.edu:8181/data/all/40546.pdf,,,,,,,
4803,http://tarski.cs-i.brandeis.edu:8181/data/all/4803.pdf,,,,,,,
136510,http://tarski.cs-i.brandeis.edu:8181/data/all/136510.pdf,,,,,,,
30753,http://tarski.cs-i.brandeis.edu:8181/data/all/30753.pdf,,,,,,,
1514,http://tarski.cs-i.brandeis.edu:8181/data/all/1514.pdf,,,,,,,
299821,http://tarski.cs-i.brandeis.edu:8181/data/all/299821.pdf,,,,,,,
323614,http://tarski.cs-i.brandeis.edu:8181/data/all/323614.pdf,,,,,,,
297064,http://tarski.cs-i.brandeis.edu:8181/data/all/297064.pdf,,,,,,,
18500,http://tarski.cs-i.brandeis.edu:8181/data/all/18500.pdf,,,,,,,
18366,http://tarski.cs-i.brandeis.edu:8181/data/all/18366.pdf,,,,,,,
31712,http://tarski.cs-i.brandeis.edu:8181/data/all/31712.pdf,,,,,,,
1303,http://tarski.cs-i.brandeis.edu:8181/data/all/1303.pdf,,,,,,,
30814,http://tarski.cs-i.brandeis.edu:8181/data/all/30814.pdf,,,,,,,
45152,http://tarski.cs-i.brandeis.edu:8181/data/all/45152.pdf,,,,,,,
3893,http://tarski.cs-i.brandeis.edu:8181/data/all/3893.pdf,,,,,,,
9130,http://tarski.cs-i.brandeis.edu:8181/data/all/9130.pdf,,,,,,,
3449,http://tarski.cs-i.brandeis.edu:8181/data/all/3449.pdf,,,,,,,
13332,http://tarski.cs-i.brandeis.edu:8181/data/all/13332.pdf,,,,,,,
1953,http://tarski.cs-i.brandeis.edu:8181/data/all/1953.pdf,,,,,,,
329490,http://tarski.cs-i.brandeis.edu:8181/data/all/329490.pdf,,,,,,,
329500,http://tarski.cs-i.brandeis.edu:8181/data/all/329500.pdf,,,,,,,
256576,http://tarski.cs-i.brandeis.edu:8181/data/all/256576.pdf,,,,,,,
46,http://tarski.cs-i.brandeis.edu:8181/data/all/46.pdf,,,,,,,
143,http://tarski.cs-i.brandeis.edu:8181/data/all/143.pdf,,,,,,,
4586,http://tarski.cs-i.brandeis.edu:8181/data/all/4586.pdf,,,,,,,
2988,http://tarski.cs-i.brandeis.edu:8181/data/all/2988.pdf,,,,,,,
319351,http://tarski.cs-i.brandeis.edu:8181/data/all/319351.pdf,,,,,,,
38006,http://tarski.cs-i.brandeis.edu:8181/data/all/38006.pdf,,,,,,,
5405,http://tarski.cs-i.brandeis.edu:8181/data/all/5405.pdf,,,,,,,
18442,http://tarski.cs-i.brandeis.edu:8181/data/all/18442.pdf,,,,,,,
299974,http://tarski.cs-i.brandeis.edu:8181/data/all/299974.pdf,,,,,,,
128,http://tarski.cs-i.brandeis.edu:8181/data/all/128.pdf,,,,,,,
42044,http://tarski.cs-i.brandeis.edu:8181/data/all/42044.pdf,,,,,,,
327701,http://tarski.cs-i.brandeis.edu:8181/data/all/327701.pdf,,,,,,,
321169,http://tarski.cs-i.brandeis.edu:8181/data/all/321169.pdf,,,,,,,
146980,http://tarski.cs-i.brandeis.edu:8181/data/all/146980.pdf,,,,,,,
26926,http://tarski.cs-i.brandeis.edu:8181/data/all/26926.pdf,,,,,,,
161887,http://tarski.cs-i.brandeis.edu:8181/data/all/161887.pdf,,,,,,,
262361,http://tarski.cs-i.brandeis.edu:8181/data/all/262361.pdf,,,,,,,
139796,http://tarski.cs-i.brandeis.edu:8181/data/all/139796.pdf,,,,,,,
23608,http://tarski.cs-i.brandeis.edu:8181/data/all/23608.pdf,,,,,,,
25944,http://tarski.cs-i.brandeis.edu:8181/data/all/25944.pdf,,,,,,,
26023,http://tarski.cs-i.brandeis.edu:8181/data/all/26023.pdf,,,,,,,
121411,http://tarski.cs-i.brandeis.edu:8181/data/all/121411.pdf,,,,,,,
10935,http://tarski.cs-i.brandeis.edu:8181/data/all/10935.pdf,,,,,,,
1377,http://tarski.cs-i.brandeis.edu:8181/data/all/1377.pdf,,,,,,,
11537,http://tarski.cs-i.brandeis.edu:8181/data/all/11537.pdf,,,,,,,
25536,http://tarski.cs-i.brandeis.edu:8181/data/all/25536.pdf,,,,,,,
3196,http://tarski.cs-i.brandeis.edu:8181/data/all/3196.pdf,,,,,,,
30190,http://tarski.cs-i.brandeis.edu:8181/data/all/30190.pdf,,,,,,,
27334,http://tarski.cs-i.brandeis.edu:8181/data/all/27334.pdf,,,,,,,
296748,http://tarski.cs-i.brandeis.edu:8181/data/all/296748.pdf,,,,,,,
3953,http://tarski.cs-i.brandeis.edu:8181/data/all/3953.pdf,,,,,,,
59,http://tarski.cs-i.brandeis.edu:8181/data/all/59.pdf,,,,,,,
5526,http://tarski.cs-i.brandeis.edu:8181/data/all/5526.pdf,,,,,,,
1744,http://tarski.cs-i.brandeis.edu:8181/data/all/1744.pdf,,,,,,,
7266,http://tarski.cs-i.brandeis.edu:8181/data/all/7266.pdf,,,,,,,
6957,http://tarski.cs-i.brandeis.edu:8181/data/all/6957.pdf,,,,,,,
349,http://tarski.cs-i.brandeis.edu:8181/data/all/349.pdf,,,,,,,
29300,http://tarski.cs-i.brandeis.edu:8181/data/all/29300.pdf,,,,,,,
329958,http://tarski.cs-i.brandeis.edu:8181/data/all/329958.pdf,,,,,,,
7274,http://tarski.cs-i.brandeis.edu:8181/data/all/7274.pdf,,,,,,,
134922,http://tarski.cs-i.brandeis.edu:8181/data/all/134922.pdf,,,,,,,
12013,http://tarski.cs-i.brandeis.edu:8181/data/all/12013.pdf,,,,,,,
36074,http://tarski.cs-i.brandeis.edu:8181/data/all/36074.pdf,,,,,,,
831,http://tarski.cs-i.brandeis.edu:8181/data/all/831.pdf,,,,,,,
20376,http://tarski.cs-i.brandeis.edu:8181/data/all/20376.pdf,,,,,,,
1309,http://tarski.cs-i.brandeis.edu:8181/data/all/1309.pdf,,,,,,,
45510,http://tarski.cs-i.brandeis.edu:8181/data/all/45510.pdf,,,,,,,
16702,http://tarski.cs-i.brandeis.edu:8181/data/all/16702.pdf,,,,,,,
12681,http://tarski.cs-i.brandeis.edu:8181/data/all/12681.pdf,,,,,,,
12298,http://tarski.cs-i.brandeis.edu:8181/data/all/12298.pdf,,,,,,,
310981,http://tarski.cs-i.brandeis.edu:8181/data/all/310981.pdf,,,,,,,
19346,http://tarski.cs-i.brandeis.edu:8181/data/all/19346.pdf,,,,,,,
2363,http://tarski.cs-i.brandeis.edu:8181/data/all/2363.pdf,,,,,,,
33911,http://tarski.cs-i.brandeis.edu:8181/data/all/33911.pdf,,,,,,,
25798,http://tarski.cs-i.brandeis.edu:8181/data/all/25798.pdf,,,,,,,
114,http://tarski.cs-i.brandeis.edu:8181/data/all/114.pdf,,,,,,,
21984,http://tarski.cs-i.brandeis.edu:8181/data/all/21984.pdf,,,,,,,
2306,http://tarski.cs-i.brandeis.edu:8181/data/all/2306.pdf,,,,,,,
36776,http://tarski.cs-i.brandeis.edu:8181/data/all/36776.pdf,,,,,,,
8234,http://tarski.cs-i.brandeis.edu:8181/data/all/8234.pdf,,,,,,,
2725,http://tarski.cs-i.brandeis.edu:8181/data/all/2725.pdf,,,,,,,
9252,http://tarski.cs-i.brandeis.edu:8181/data/all/9252.pdf,,,,,,,
330192,http://tarski.cs-i.brandeis.edu:8181/data/all/330192.pdf,,,,,,,
321671,http://tarski.cs-i.brandeis.edu:8181/data/all/321671.pdf,,,,,,,
294621,http://tarski.cs-i.brandeis.edu:8181/data/all/294621.pdf,,,,,,,
9420,http://tarski.cs-i.brandeis.edu:8181/data/all/9420.pdf,,,,,,,
1674,http://tarski.cs-i.brandeis.edu:8181/data/all/1674.pdf,,,,,,,
9471,http://tarski.cs-i.brandeis.edu:8181/data/all/9471.pdf,,,,,,,
263540,http://tarski.cs-i.brandeis.edu:8181/data/all/263540.pdf,,,,,,,
162769,http://tarski.cs-i.brandeis.edu:8181/data/all/162769.pdf,,,,,,,
312825,http://tarski.cs-i.brandeis.edu:8181/data/all/312825.pdf,,,,,,,
225,http://tarski.cs-i.brandeis.edu:8181/data/all/225.pdf,,,,,,,
16893,http://tarski.cs-i.brandeis.edu:8181/data/all/16893.pdf,,,,,,,
371,http://tarski.cs-i.brandeis.edu:8181/data/all/371.pdf,,,,,,,
36886,http://tarski.cs-i.brandeis.edu:8181/data/all/36886.pdf,,,,,,,
12490,http://tarski.cs-i.brandeis.edu:8181/data/all/12490.pdf,,,,,,,
16771,http://tarski.cs-i.brandeis.edu:8181/data/all/16771.pdf,,,,,,,
299395,http://tarski.cs-i.brandeis.edu:8181/data/all/299395.pdf,,,,,,,
130494,http://tarski.cs-i.brandeis.edu:8181/data/all/130494.pdf,,,,,,,
4395,http://tarski.cs-i.brandeis.edu:8181/data/all/4395.pdf,,,,,,,
322051,http://tarski.cs-i.brandeis.edu:8181/data/all/322051.pdf,,,,,,,
271755,http://tarski.cs-i.brandeis.edu:8181/data/all/271755.pdf,,,,,,,
134632,http://tarski.cs-i.brandeis.edu:8181/data/all/134632.pdf,,,,,,,
162293,http://tarski.cs-i.brandeis.edu:8181/data/all/162293.pdf,,,,,,,
18438,http://tarski.cs-i.brandeis.edu:8181/data/all/18438.pdf,,,,,,,
310423,http://tarski.cs-i.brandeis.edu:8181/data/all/310423.pdf,,,,,,,
34541,http://tarski.cs-i.brandeis.edu:8181/data/all/34541.pdf,,,,,,,
299,http://tarski.cs-i.brandeis.edu:8181/data/all/299.pdf,,,,,,,
34086,http://tarski.cs-i.brandeis.edu:8181/data/all/34086.pdf,,,,,,,
311007,http://tarski.cs-i.brandeis.edu:8181/data/all/311007.pdf,,,,,,,
11431,http://tarski.cs-i.brandeis.edu:8181/data/all/11431.pdf,,,,,,,
162791,http://tarski.cs-i.brandeis.edu:8181/data/all/162791.pdf,,,,,,,
30381,http://tarski.cs-i.brandeis.edu:8181/data/all/30381.pdf,,,,,,,
330385,http://tarski.cs-i.brandeis.edu:8181/data/all/330385.pdf,,,,,,,
322185,http://tarski.cs-i.brandeis.edu:8181/data/all/322185.pdf,,,,,,,
317,http://tarski.cs-i.brandeis.edu:8181/data/all/317.pdf,,,,,,,
12702,http://tarski.cs-i.brandeis.edu:8181/data/all/12702.pdf,,,,,,,
20837,http://tarski.cs-i.brandeis.edu:8181/data/all/20837.pdf,,,,,,,
7143,http://tarski.cs-i.brandeis.edu:8181/data/all/7143.pdf,,,,,,,
258193,http://tarski.cs-i.brandeis.edu:8181/data/all/258193.pdf,,,,,,,
282499,http://tarski.cs-i.brandeis.edu:8181/data/all/282499.pdf,,,,,,,
38397,http://tarski.cs-i.brandeis.edu:8181/data/all/38397.pdf,,,,,,,
9442,http://tarski.cs-i.brandeis.edu:8181/data/all/9442.pdf,,,,,,,
37217,http://tarski.cs-i.brandeis.edu:8181/data/all/37217.pdf,,,,,,,
2397,http://tarski.cs-i.brandeis.edu:8181/data/all/2397.pdf,,,,,,,
29188,http://tarski.cs-i.brandeis.edu:8181/data/all/29188.pdf,,,,,,,
310945,http://tarski.cs-i.brandeis.edu:8181/data/all/310945.pdf,,,,,,,
297461,http://tarski.cs-i.brandeis.edu:8181/data/all/297461.pdf,,,,,,,
301149,http://tarski.cs-i.brandeis.edu:8181/data/all/301149.pdf,,,,,,,
18258,http://tarski.cs-i.brandeis.edu:8181/data/all/18258.pdf,,,,,,,
308176,http://tarski.cs-i.brandeis.edu:8181/data/all/308176.pdf,,,,,,,
27091,http://tarski.cs-i.brandeis.edu:8181/data/all/27091.pdf,,,,,,,
254,http://tarski.cs-i.brandeis.edu:8181/data/all/254.pdf,,,,,,,
28388,http://tarski.cs-i.brandeis.edu:8181/data/all/28388.pdf,,,,,,,
12150,http://tarski.cs-i.brandeis.edu:8181/data/all/12150.pdf,,,,,,,
28560,http://tarski.cs-i.brandeis.edu:8181/data/all/28560.pdf,,,,,,,
4273,http://tarski.cs-i.brandeis.edu:8181/data/all/4273.pdf,,,,,,,
162875,http://tarski.cs-i.brandeis.edu:8181/data/all/162875.pdf,,,,,,,
328139,http://tarski.cs-i.brandeis.edu:8181/data/all/328139.pdf,,,,,,,
42887,http://tarski.cs-i.brandeis.edu:8181/data/all/42887.pdf,,,,,,,
30597,http://tarski.cs-i.brandeis.edu:8181/data/all/30597.pdf,,,,,,,
27697,http://tarski.cs-i.brandeis.edu:8181/data/all/27697.pdf,,,,,,,
161451,http://tarski.cs-i.brandeis.edu:8181/data/all/161451.pdf,,,,,,,
8430,http://tarski.cs-i.brandeis.edu:8181/data/all/8430.pdf,,,,,,,
245,http://tarski.cs-i.brandeis.edu:8181/data/all/245.pdf,,,,,,,
2487,http://tarski.cs-i.brandeis.edu:8181/data/all/2487.pdf,,,,,,,
11311,http://tarski.cs-i.brandeis.edu:8181/data/all/11311.pdf,,,,,,,
13713,http://tarski.cs-i.brandeis.edu:8181/data/all/13713.pdf,,,,,,,
20729,http://tarski.cs-i.brandeis.edu:8181/data/all/20729.pdf,,,,,,,
37057,http://tarski.cs-i.brandeis.edu:8181/data/all/37057.pdf,,,,,,,
17520,http://tarski.cs-i.brandeis.edu:8181/data/all/17520.pdf,,,,,,,
296800,http://tarski.cs-i.brandeis.edu:8181/data/all/296800.pdf,,,,,,,
40535,http://tarski.cs-i.brandeis.edu:8181/data/all/40535.pdf,,,,,,,
4385,http://tarski.cs-i.brandeis.edu:8181/data/all/4385.pdf,,,,,,,
2617,http://tarski.cs-i.brandeis.edu:8181/data/all/2617.pdf,,,,,,,
161595,http://tarski.cs-i.brandeis.edu:8181/data/all/161595.pdf,,,,,,,
3005,http://tarski.cs-i.brandeis.edu:8181/data/all/3005.pdf,,,,,,,
1535,http://tarski.cs-i.brandeis.edu:8181/data/all/1535.pdf,,,,,,,
129776,http://tarski.cs-i.brandeis.edu:8181/data/all/129776.pdf,,,,,,,
115,http://tarski.cs-i.brandeis.edu:8181/data/all/115.pdf,,,,,,,
26699,http://tarski.cs-i.brandeis.edu:8181/data/all/26699.pdf,,,,,,,
139219,http://tarski.cs-i.brandeis.edu:8181/data/all/139219.pdf,,,,,,,
5183,http://tarski.cs-i.brandeis.edu:8181/data/all/5183.pdf,,,,,,,
271,http://tarski.cs-i.brandeis.edu:8181/data/all/271.pdf,,,,,,,
321955,http://tarski.cs-i.brandeis.edu:8181/data/all/321955.pdf,,,,,,,
26663,http://tarski.cs-i.brandeis.edu:8181/data/all/26663.pdf,,,,,,,
19000,http://tarski.cs-i.brandeis.edu:8181/data/all/19000.pdf,,,,,,,
27321,http://tarski.cs-i.brandeis.edu:8181/data/all/27321.pdf,,,,,,,
43676,http://tarski.cs-i.brandeis.edu:8181/data/all/43676.pdf,,,,,,,
2512,http://tarski.cs-i.brandeis.edu:8181/data/all/2512.pdf,,,,,,,
8438,http://tarski.cs-i.brandeis.edu:8181/data/all/8438.pdf,,,,,,,
11978,http://tarski.cs-i.brandeis.edu:8181/data/all/11978.pdf,,,,,,,
38389,http://tarski.cs-i.brandeis.edu:8181/data/all/38389.pdf,,,,,,,
299143,http://tarski.cs-i.brandeis.edu:8181/data/all/299143.pdf,,,,,,,
37790,http://tarski.cs-i.brandeis.edu:8181/data/all/37790.pdf,,,,,,,
3749,http://tarski.cs-i.brandeis.edu:8181/data/all/3749.pdf,,,,,,,
139906,http://tarski.cs-i.brandeis.edu:8181/data/all/139906.pdf,,,,,,,
4757,http://tarski.cs-i.brandeis.edu:8181/data/all/4757.pdf,,,,,,,
25845,http://tarski.cs-i.brandeis.edu:8181/data/all/25845.pdf,,,,,,,
20456,http://tarski.cs-i.brandeis.edu:8181/data/all/20456.pdf,,,,,,,
289,http://tarski.cs-i.brandeis.edu:8181/data/all/289.pdf,,,,,,,
267278,http://tarski.cs-i.brandeis.edu:8181/data/all/267278.pdf,,,,,,,
329331,http://tarski.cs-i.brandeis.edu:8181/data/all/329331.pdf,,,,,,,
130271,http://tarski.cs-i.brandeis.edu:8181/data/all/130271.pdf,,,,,,,
35668,http://tarski.cs-i.brandeis.edu:8181/data/all/35668.pdf,,,,,,,
75,http://tarski.cs-i.brandeis.edu:8181/data/all/75.pdf,,,,,,,
133311,http://tarski.cs-i.brandeis.edu:8181/data/all/133311.pdf,,,,,,,
134733,http://tarski.cs-i.brandeis.edu:8181/data/all/134733.pdf,,,,,,,
329721,http://tarski.cs-i.brandeis.edu:8181/data/all/329721.pdf,,,,,,,
4146,http://tarski.cs-i.brandeis.edu:8181/data/all/4146.pdf,,,,,,,
19386,http://tarski.cs-i.brandeis.edu:8181/data/all/19386.pdf,,,,,,,
32461,http://tarski.cs-i.brandeis.edu:8181/data/all/32461.pdf,,,,,,,
23705,http://tarski.cs-i.brandeis.edu:8181/data/all/23705.pdf,,,,,,,
32861,http://tarski.cs-i.brandeis.edu:8181/data/all/32861.pdf,,,,,,,
330459,http://tarski.cs-i.brandeis.edu:8181/data/all/330459.pdf,,,,,,,
11747,http://tarski.cs-i.brandeis.edu:8181/data/all/11747.pdf,,,,,,,
147073,http://tarski.cs-i.brandeis.edu:8181/data/all/147073.pdf,,,,,,,
265393,http://tarski.cs-i.brandeis.edu:8181/data/all/265393.pdf,,,,,,,
118930,http://tarski.cs-i.brandeis.edu:8181/data/all/118930.pdf,,,,,,,
15,http://tarski.cs-i.brandeis.edu:8181/data/all/15.pdf,,,,,,,
28557,http://tarski.cs-i.brandeis.edu:8181/data/all/28557.pdf,,,,,,,
129951,http://tarski.cs-i.brandeis.edu:8181/data/all/129951.pdf,,,,,,,
30412,http://tarski.cs-i.brandeis.edu:8181/data/all/30412.pdf,,,,,,,
312071,http://tarski.cs-i.brandeis.edu:8181/data/all/312071.pdf,,,,,,,
23910,http://tarski.cs-i.brandeis.edu:8181/data/all/23910.pdf,,,,,,,
21463,http://tarski.cs-i.brandeis.edu:8181/data/all/21463.pdf,,,,,,,
6944,http://tarski.cs-i.brandeis.edu:8181/data/all/6944.pdf,,,,,,,
27417,http://tarski.cs-i.brandeis.edu:8181/data/all/27417.pdf,,,,,,,
11801,http://tarski.cs-i.brandeis.edu:8181/data/all/11801.pdf,,,,,,,
2526,http://tarski.cs-i.brandeis.edu:8181/data/all/2526.pdf,,,,,,,
26917,http://tarski.cs-i.brandeis.edu:8181/data/all/26917.pdf,,,,,,,
35,http://tarski.cs-i.brandeis.edu:8181/data/all/35.pdf,,,,,,,
302,http://tarski.cs-i.brandeis.edu:8181/data/all/302.pdf,,,,,,,
73,http://tarski.cs-i.brandeis.edu:8181/data/all/73.pdf,,,,,,,
3763,http://tarski.cs-i.brandeis.edu:8181/data/all/3763.pdf,,,,,,,
270,http://tarski.cs-i.brandeis.edu:8181/data/all/270.pdf,,,,,,,
20252,http://tarski.cs-i.brandeis.edu:8181/data/all/20252.pdf,,,,,,,
11275,http://tarski.cs-i.brandeis.edu:8181/data/all/11275.pdf,,,,,,,
11419,http://tarski.cs-i.brandeis.edu:8181/data/all/11419.pdf,,,,,,,
123657,http://tarski.cs-i.brandeis.edu:8181/data/all/123657.pdf,,,,,,,
11849,http://tarski.cs-i.brandeis.edu:8181/data/all/11849.pdf,,,,,,,
11179,http://tarski.cs-i.brandeis.edu:8181/data/all/11179.pdf,,,,,,,
2356,http://tarski.cs-i.brandeis.edu:8181/data/all/2356.pdf,,,,,,,
129415,http://tarski.cs-i.brandeis.edu:8181/data/all/129415.pdf,,,,,,,
1304,http://tarski.cs-i.brandeis.edu:8181/data/all/1304.pdf,,,,,,,
255906,http://tarski.cs-i.brandeis.edu:8181/data/all/255906.pdf,,,,,,,
152,http://tarski.cs-i.brandeis.edu:8181/data/all/152.pdf,,,,,,,
12671,http://tarski.cs-i.brandeis.edu:8181/data/all/12671.pdf,,,,,,,
10629,http://tarski.cs-i.brandeis.edu:8181/data/all/10629.pdf,,,,,,,
6871,http://tarski.cs-i.brandeis.edu:8181/data/all/6871.pdf,,,,,,,
51,http://tarski.cs-i.brandeis.edu:8181/data/all/51.pdf,,,,,,,
31771,http://tarski.cs-i.brandeis.edu:8181/data/all/31771.pdf,,,,,,,
22885,http://tarski.cs-i.brandeis.edu:8181/data/all/22885.pdf,,,,,,,
6193,http://tarski.cs-i.brandeis.edu:8181/data/all/6193.pdf,,,,,,,
28533,http://tarski.cs-i.brandeis.edu:8181/data/all/28533.pdf,,,,,,,
3511,http://tarski.cs-i.brandeis.edu:8181/data/all/3511.pdf,,,,,,,
295316,http://tarski.cs-i.brandeis.edu:8181/data/all/295316.pdf,,,,,,,
284361,http://tarski.cs-i.brandeis.edu:8181/data/all/284361.pdf,,,,,,,
4868,http://tarski.cs-i.brandeis.edu:8181/data/all/4868.pdf,,,,,,,
236,http://tarski.cs-i.brandeis.edu:8181/data/all/236.pdf,,,,,,,
131972,http://tarski.cs-i.brandeis.edu:8181/data/all/131972.pdf,,,,,,,
17545,http://tarski.cs-i.brandeis.edu:8181/data/all/17545.pdf,,,,,,,
161893,http://tarski.cs-i.brandeis.edu:8181/data/all/161893.pdf,,,,,,,
24689,http://tarski.cs-i.brandeis.edu:8181/data/all/24689.pdf,,,,,,,
5083,http://tarski.cs-i.brandeis.edu:8181/data/all/5083.pdf,,,,,,,
21227,http://tarski.cs-i.brandeis.edu:8181/data/all/21227.pdf,,,,,,,
261531,http://tarski.cs-i.brandeis.edu:8181/data/all/261531.pdf,,,,,,,
4423,http://tarski.cs-i.brandeis.edu:8181/data/all/4423.pdf,,,,,,,
2463,http://tarski.cs-i.brandeis.edu:8181/data/all/2463.pdf,,,,,,,
327202,http://tarski.cs-i.brandeis.edu:8181/data/all/327202.pdf,,,,,,,
31705,http://tarski.cs-i.brandeis.edu:8181/data/all/31705.pdf,,,,,,,
4421,http://tarski.cs-i.brandeis.edu:8181/data/all/4421.pdf,,,,,,,
4,http://tarski.cs-i.brandeis.edu:8181/data/all/4.pdf,,,,,,,
133866,http://tarski.cs-i.brandeis.edu:8181/data/all/133866.pdf,,,,,,,
5561,http://tarski.cs-i.brandeis.edu:8181/data/all/5561.pdf,,,,,,,
24156,http://tarski.cs-i.brandeis.edu:8181/data/all/24156.pdf,,,,,,,
2251,http://tarski.cs-i.brandeis.edu:8181/data/all/2251.pdf,,,,,,,
39911,http://tarski.cs-i.brandeis.edu:8181/data/all/39911.pdf,,,,,,,
322,http://tarski.cs-i.brandeis.edu:8181/data/all/322.pdf,,,,,,,
2381,http://tarski.cs-i.brandeis.edu:8181/data/all/2381.pdf,,,,,,,
26942,http://tarski.cs-i.brandeis.edu:8181/data/all/26942.pdf,,,,,,,
7186,http://tarski.cs-i.brandeis.edu:8181/data/all/7186.pdf,,,,,,,
3377,http://tarski.cs-i.brandeis.edu:8181/data/all/3377.pdf,,,,,,,
33539,http://tarski.cs-i.brandeis.edu:8181/data/all/33539.pdf,,,,,,,
133879,http://tarski.cs-i.brandeis.edu:8181/data/all/133879.pdf,,,,,,,
262439,http://tarski.cs-i.brandeis.edu:8181/data/all/262439.pdf,,,,,,,
2300,http://tarski.cs-i.brandeis.edu:8181/data/all/2300.pdf,,,,,,,
23035,http://tarski.cs-i.brandeis.edu:8181/data/all/23035.pdf,,,,,,,
256526,http://tarski.cs-i.brandeis.edu:8181/data/all/256526.pdf,,,,,,,
2839,http://tarski.cs-i.brandeis.edu:8181/data/all/2839.pdf,,,,,,,
11418,http://tarski.cs-i.brandeis.edu:8181/data/all/11418.pdf,,,,,,,
283329,http://tarski.cs-i.brandeis.edu:8181/data/all/283329.pdf,,,,,,,
8309,http://tarski.cs-i.brandeis.edu:8181/data/all/8309.pdf,,,,,,,
297044,http://tarski.cs-i.brandeis.edu:8181/data/all/297044.pdf,,,,,,,
6355,http://tarski.cs-i.brandeis.edu:8181/data/all/6355.pdf,,,,,,,
308368,http://tarski.cs-i.brandeis.edu:8181/data/all/308368.pdf,,,,,,,
27305,http://tarski.cs-i.brandeis.edu:8181/data/all/27305.pdf,,,,,,,
117218,http://tarski.cs-i.brandeis.edu:8181/data/all/117218.pdf,,,,,,,
140493,http://tarski.cs-i.brandeis.edu:8181/data/all/140493.pdf,,,,,,,
21233,http://tarski.cs-i.brandeis.edu:8181/data/all/21233.pdf,,,,,,,
137199,http://tarski.cs-i.brandeis.edu:8181/data/all/137199.pdf,,,,,,,
30050,http://tarski.cs-i.brandeis.edu:8181/data/all/30050.pdf,,,,,,,
2364,http://tarski.cs-i.brandeis.edu:8181/data/all/2364.pdf,,,,,,,
21048,http://tarski.cs-i.brandeis.edu:8181/data/all/21048.pdf,,,,,,,
1374,http://tarski.cs-i.brandeis.edu:8181/data/all/1374.pdf,,,,,,,
864,http://tarski.cs-i.brandeis.edu:8181/data/all/864.pdf,,,,,,,
162778,http://tarski.cs-i.brandeis.edu:8181/data/all/162778.pdf,,,,,,,
6990,http://tarski.cs-i.brandeis.edu:8181/data/all/6990.pdf,,,,,,,
12372,http://tarski.cs-i.brandeis.edu:8181/data/all/12372.pdf,,,,,,,
25887,http://tarski.cs-i.brandeis.edu:8181/data/all/25887.pdf,,,,,,,
28375,http://tarski.cs-i.brandeis.edu:8181/data/all/28375.pdf,,,,,,,
6377,http://tarski.cs-i.brandeis.edu:8181/data/all/6377.pdf,,,,,,,
267074,http://tarski.cs-i.brandeis.edu:8181/data/all/267074.pdf,,,,,,,
8401,http://tarski.cs-i.brandeis.edu:8181/data/all/8401.pdf,,,,,,,
321029,http://tarski.cs-i.brandeis.edu:8181/data/all/321029.pdf,,,,,,,
256782,http://tarski.cs-i.brandeis.edu:8181/data/all/256782.pdf,,,,,,,
322135,http://tarski.cs-i.brandeis.edu:8181/data/all/322135.pdf,,,,,,,
322143,http://tarski.cs-i.brandeis.edu:8181/data/all/322143.pdf,,,,,,,
2016,http://tarski.cs-i.brandeis.edu:8181/data/all/2016.pdf,,,,,,,
4367,http://tarski.cs-i.brandeis.edu:8181/data/all/4367.pdf,,,,,,,
6379,http://tarski.cs-i.brandeis.edu:8181/data/all/6379.pdf,,,,,,,
44669,http://tarski.cs-i.brandeis.edu:8181/data/all/44669.pdf,,,,,,,
308190,http://tarski.cs-i.brandeis.edu:8181/data/all/308190.pdf,,,,,,,
39079,http://tarski.cs-i.brandeis.edu:8181/data/all/39079.pdf,,,,,,,
267186,http://tarski.cs-i.brandeis.edu:8181/data/all/267186.pdf,,,,,,,
316035,http://tarski.cs-i.brandeis.edu:8181/data/all/316035.pdf,,,,,,,
298297,http://tarski.cs-i.brandeis.edu:8181/data/all/298297.pdf,,,,,,,
99,http://tarski.cs-i.brandeis.edu:8181/data/all/99.pdf,,,,,,,
2348,http://tarski.cs-i.brandeis.edu:8181/data/all/2348.pdf,,,,,,,
13284,http://tarski.cs-i.brandeis.edu:8181/data/all/13284.pdf,,,,,,,
12285,http://tarski.cs-i.brandeis.edu:8181/data/all/12285.pdf,,,,,,,
18454,http://tarski.cs-i.brandeis.edu:8181/data/all/18454.pdf,,,,,,,
56,http://tarski.cs-i.brandeis.edu:8181/data/all/56.pdf,,,,,,,
16996,http://tarski.cs-i.brandeis.edu:8181/data/all/16996.pdf,,,,,,,
